name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
burchinal,2019-01-12,-0.6,-2.6,-1.5,-4.3,-7.8,-5.9,-3.9,83.63,0.01,,4.17,,1.88,1.87,27.7,21,72.2,1026.6,86.5,11.9,61.8,2.2,1,,2019-01-12T07:43:11,2019-01-12T16:59:57,0.16,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-13,1.1,-4.9,-2,0.7,-10.1,-4.6,-4.6,82.96,0,,0,,1.13,3,,14.2,121.2,1030.6,64.1,15,134,4.8,3,,2019-01-13T07:42:48,2019-01-13T17:01:06,0.21,Partially cloudy,Partly cloudy throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-14,-1.5,-7.8,-3.3,-2,-13,-7.8,-3.6,97.93,0,,0,,0,3,27.7,21.6,251,1025.9,84,7.4,32.9,1.1,1,,2019-01-14T07:42:23,2019-01-14T17:02:17,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-15,0.1,-2.6,-1.2,-2,-9.8,-5.9,-1.8,95.37,0,,0,,0,1,47.4,34.2,258,1019.8,100,12.7,42.5,1.5,1,,2019-01-15T07:41:55,2019-01-15T17:03:28,0.31,Overcast,Cloudy skies throughout the day.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-16,-2.8,-11.5,-6.2,-3.8,-18.5,-11.4,-8.9,81.42,0,,0,,1.88,1.88,29.5,25.1,180,1024.4,55.8,16,246.5,8.9,5,,2019-01-16T07:41:25,2019-01-16T17:04:40,0.36,Partially cloudy,Partly cloudy throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-17,-3.8,-13,-6,-3.8,-18.5,-9.9,-7.7,87.52,0.68,,12.5,,2.78,3,29.5,21.3,268,1020.8,70.8,12.4,86.1,3.1,2,,2019-01-17T07:40:52,2019-01-17T17:05:54,0.41,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-18,-9.3,-13.8,-11,-10.6,-22,-18.3,-12.8,87.15,1.9,,29.17,,9.77,11.07,46.7,33.1,88.9,1022.7,62.6,8.2,64,2.3,1,,2019-01-18T07:40:17,2019-01-18T17:07:08,0.45,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-19,-12.1,-22,-16.9,-22.4,-31.4,-27.4,-19.4,80.87,0.13,,4.17,,5.6,16.67,47.9,34.6,267.3,1027.7,39.6,13.8,308.5,11.1,5,,2019-01-19T07:39:41,2019-01-19T17:08:23,0.48,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-20,-16.5,-24.5,-19.4,-23.9,-32.5,-27.4,-23.1,73.38,0,,0,,0.04,16.45,,21.2,93.5,1031.7,51.6,15.5,268,9.6,5,,2019-01-20T07:39:01,2019-01-20T17:09:38,0.5,Partially cloudy,Partly cloudy throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-21,-9.9,-19.8,-13.9,-20.2,-28.8,-24.2,-17,77.47,0,,0,,0,16.44,62.1,43.9,131.6,1026,54.4,13.8,167.9,6,3,,2019-01-21T07:38:20,2019-01-21T17:10:55,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-22,-6,-10.4,-8,-9.2,-20.1,-14.9,-9.3,90.49,0.27,,4.17,,0,16.44,49.6,31.4,214.6,1016.7,95.2,8.9,98.9,3.6,2,,2019-01-22T07:37:37,2019-01-22T17:12:12,0.52,"Snow, Overcast",Cloudy skies throughout the day with afternoon rain.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-23,-6,-12.4,-9.6,-10.5,-20.5,-16.5,-11.2,87.79,0,,0,,0,15.97,37.1,25,278.6,1013.7,61.4,14.8,262.1,9.4,5,,2019-01-23T07:36:51,2019-01-23T17:13:29,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-24,-5.6,-22.1,-14.4,-14.2,-34.3,-26.3,-17.3,78.51,0,,0,,0,15.75,75.2,49.6,305.5,1019.2,66.7,11.6,217,7,4,,2019-01-24T07:36:03,2019-01-24T17:14:47,0.58,Partially cloudy,Partly cloudy throughout the day.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-25,-13.7,-24.7,-19.9,-14.7,-33.9,-26.5,-22.6,79.72,0,,0,,0.66,15.35,22.3,16.1,196,1023.5,28.4,15.9,245,8.8,5,,2019-01-25T07:35:14,2019-01-25T17:16:06,0.63,Partially cloudy,Partly cloudy throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-26,-9.8,-22.8,-16.7,-16.4,-29.2,-24.2,-18.4,86.87,0,,0,,0.95,16.3,33.5,23.5,226.4,1019.3,56.8,11.2,157.4,5.7,3,,2019-01-26T07:34:22,2019-01-26T17:17:24,0.68,Partially cloudy,Partly cloudy throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-27,-12.6,-25.4,-18.6,-22.3,-33,-27.7,-20.5,85.23,0.48,,8.33,,7.15,23.45,60,38.4,186.8,1016.5,39.2,11.8,243.3,8.8,5,,2019-01-27T07:33:28,2019-01-27T17:18:44,0.73,"Snow, Partially cloudy",Becoming cloudy in the afternoon with late afternoon snow.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-28,-12,-18,-15,-20.6,-29.8,-25.9,-17.2,83.2,0.27,,4.17,,4.09,27.54,57.8,42,249.8,1011.1,88.9,6.1,262.4,10.4,6,,2019-01-28T07:32:32,2019-01-28T17:20:03,0.79,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-29,-17.1,-30.9,-22.3,-26.9,-48.7,-36.5,-25.3,76.58,0,,0,,0,25.72,66,45.9,299.8,1020.4,81.4,5.7,220.2,8.7,5,,2019-01-29T07:31:35,2019-01-29T17:21:23,0.84,Partially cloudy,Partly cloudy throughout the day.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-30,-27,-33.2,-30.7,-29.4,-49.8,-43.1,-34,72.62,0,,0,,0,24.81,63.2,40.3,273.1,1029,28.9,12.5,90.9,3.3,2,,2019-01-30T07:30:35,2019-01-30T17:22:43,0.88,Partially cloudy,Clearing in the afternoon.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-01-31,-18.1,-33.8,-24.8,-28.4,-41.5,-32.9,-27.2,80.26,0,,0,,0.67,25.27,38.8,26.8,103.5,1027.1,63.2,9.6,140.9,5.6,3,,2019-01-31T07:29:34,2019-01-31T17:24:03,0.92,Partially cloudy,Partly cloudy throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-01,-10.8,-20.4,-15.5,-17.2,-29.2,-24.3,-17.5,85.05,0,,0,,0.4,25.66,47.9,31.1,148.4,1022.9,33.3,12.6,289.3,11.5,5,,2019-02-01T07:28:31,2019-02-01T17:25:24,0.95,Partially cloudy,Clearing in the afternoon.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-02,4,-10.6,0.6,0.2,-17.8,-4.6,0.3,98.12,0,,0,,0,22.2,57.8,38.6,193.6,1011.2,61,3.1,128.6,4.6,2,,2019-02-02T07:27:26,2019-02-02T17:26:44,0.98,Partially cloudy,Partly cloudy throughout the day.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-03,7.8,3.1,5.3,5.8,-0.3,2.6,5.3,99.94,0.34,,8.33,,0,13.83,27.7,22,167.5,1004.2,73.1,1.8,87.8,3.2,2,,2019-02-03T07:26:19,2019-02-03T17:28:05,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-04,5.1,-16.5,-9.5,2,-27.4,-19.1,-11,88.37,0.07,,4.17,,0,5.94,61.8,43.2,300.9,1012.1,69.5,9,158.5,6.3,3,,2019-02-04T07:25:11,2019-02-04T17:29:26,1,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning rain.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-05,-7.2,-17.1,-12.2,-13.2,-28.2,-20.1,-13.8,87.5,0.56,,12.5,,0,3.84,33.5,27.3,97.1,1020.7,60.7,10.8,54.2,2.1,1,,2019-02-05T07:24:01,2019-02-05T17:30:46,0,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-06,-6.7,-10.7,-8.6,-13,-19.4,-15.6,-9.1,95.56,0,,0,,0,3.32,29.5,23.3,317.6,1017.1,99.6,6.7,123.4,4.4,2,,2019-02-06T07:22:49,2019-02-06T17:32:07,0.01,Overcast,Cloudy skies throughout the day.,cloudy,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-07,-10,-19.4,-14.8,-17.2,-34.4,-26.3,-16.4,87.66,0.84,,12.5,,4.09,7.15,77.6,55.5,302.9,1016.1,89.2,2.9,67.8,2.4,1,,2019-02-07T07:21:36,2019-02-07T17:33:28,0.03,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-08,-17,-22.7,-20,-20.5,-35.8,-30.6,-23,77.32,0,,0,,2.54,9.7,69.8,51.8,280.1,1037.1,38.7,13.1,63.2,2.3,1,,2019-02-08T07:20:21,2019-02-08T17:34:48,0.06,Partially cloudy,Clearing in the afternoon.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-09,-9.8,-21.6,-15.6,-16,-28.8,-22.5,-18.6,77.79,0,,0,,0,9.2,45.3,29.5,113,1041.3,45.8,16,50.5,2,1,,2019-02-09T07:19:05,2019-02-09T17:36:09,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-10,-4.8,-8.7,-6.2,-7.9,-15.1,-11.4,-7.6,89.65,0.47,,12.5,,0.97,8.82,29.5,18.3,98,1025.8,91.4,10.5,122.6,4.9,3,,2019-02-10T07:17:47,2019-02-10T17:37:29,0.13,"Snow, Overcast",Cloudy skies throughout the day with snow in the morning and afternoon.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-11,-3.7,-6,-4.8,-9,-12.1,-10.9,-5.5,95.19,0.99,,16.67,,5.93,14.75,43.7,30.4,75.7,1018.8,90,5,101.8,4,2,,2019-02-11T07:16:28,2019-02-11T17:38:49,0.18,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-12,-4.9,-14.3,-7.3,-11,-26,-16.3,-8.6,90.4,1.86,,16.67,,3.3,18.05,67.4,48.5,275.5,1011.8,91.7,3.2,197.2,7.8,4,,2019-02-12T07:15:08,2019-02-12T17:40:09,0.23,"Snow, Overcast",Cloudy skies throughout the day with early morning snow.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-13,-6.8,-18.8,-12.2,-13.5,-28.5,-20.3,-14.3,84.95,0,,0,,0,17.24,49.6,32.8,216.5,1014.3,26.1,14.4,278.8,12,6,,2019-02-13T07:13:46,2019-02-13T17:41:29,0.28,Partially cloudy,Partly cloudy throughout the day.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-14,-2.2,-17.1,-8.4,-4.8,-29.6,-16.5,-9.9,88.7,0,,0,,0,16.84,69.1,49.2,245.7,1005.5,60,7.4,251.5,10,5,,2019-02-14T07:12:22,2019-02-14T17:42:49,0.33,Partially cloudy,Partly cloudy throughout the day.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-15,-13.7,-20.9,-17.6,-22.6,-33.4,-28,-20,81.53,0,,0,,0,15.3,59.2,39.4,319.5,1020.3,34.1,12.9,361.9,14.3,7,,2019-02-15T07:10:58,2019-02-15T17:44:08,0.38,Partially cloudy,Clearing in the afternoon.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-16,-7,-20.3,-13.1,-13.4,-26.9,-19.5,-15.9,79.99,0,,0,,5.36,19.89,29.5,21.8,150.4,1020.1,27,16,301.8,13,7,,2019-02-16T07:09:32,2019-02-16T17:45:27,0.43,Partially cloudy,Partly cloudy throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-17,-5.5,-7.7,-6.9,-12.2,-15.8,-14.2,-8.1,90.76,0.97,,12.5,,6.13,26.02,29.5,28.4,43.9,1015.1,81.9,3.6,234.7,9.3,5,,2019-02-17T07:08:05,2019-02-17T17:46:46,0.47,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-18,-8.2,-21.3,-14,-15.6,-28.7,-21,-15.7,86.92,0,,0,,1.75,27.77,,20.2,322.2,1031.1,22.7,14.8,356.8,15.4,7,,2019-02-18T07:06:37,2019-02-18T17:48:05,0.49,Partially cloudy,Partly cloudy throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-19,-8.2,-24.5,-15.6,-14.1,-28.8,-19.5,-17.8,83.76,0,,0,,5.53,32.15,,20.4,114.8,1034.2,30.8,13,353.5,15.3,6,,2019-02-19T07:05:08,2019-02-19T17:49:23,0.5,Partially cloudy,Partly cloudy throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-20,-1.6,-8.9,-5,-8,-17.4,-12.4,-6.3,90.75,3.04,,54.17,,4.85,37,52.4,36.9,173.5,1009.5,65.4,5.1,229.3,9.1,4,,2019-02-20T07:03:38,2019-02-20T17:50:41,0.51,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-21,-7.7,-14.5,-11.8,-9.7,-23.8,-17.3,-13.8,84.96,0,,0,,0.92,37.92,,29.6,229.7,1022.4,12.5,13.4,379.5,16.4,7,,2019-02-21T07:02:07,2019-02-21T17:51:59,0.53,Clear,Clear conditions throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-22,-2,-17.2,-8.4,-7.6,-21.7,-12.6,-11,82.07,0,,0,,0,36.37,35.3,29.1,113.7,1028.3,57.3,11.2,345.8,14.9,7,,2019-02-22T07:00:34,2019-02-22T17:53:17,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-23,0.1,-2.1,-0.6,-3.1,-10.4,-6.5,-0.9,98.36,15.76,,66.67,,10.08,40.8,62.5,42.5,113.6,1009.4,90.6,2.9,144.7,6.2,3,,2019-02-23T06:59:01,2019-02-23T17:54:34,0.6,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-24,-2.2,-18.3,-11.2,-10.9,-30.7,-23.2,-13.1,85.97,1.42,,16.67,,6.05,46.85,86.7,60.1,299.9,1015.7,56.5,1.9,62,2.5,1,,2019-02-24T06:57:27,2019-02-24T17:55:51,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-25,-16.6,-19.8,-18,-23.9,-32.2,-27.6,-21,76.94,0,,0,,0,46.14,49.8,33.5,267.2,1034.1,86.1,13,40.5,1.6,1,,2019-02-25T06:55:52,2019-02-25T17:57:08,0.7,Partially cloudy,Partly cloudy throughout the day.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-26,-13.1,-17.7,-15.2,-19.4,-27.9,-24.2,-18.7,74.42,0,,0,,0.06,45.85,31.7,27.8,61,1032.8,93,14.7,42.1,1.7,1,,2019-02-26T06:54:16,2019-02-26T17:58:24,0.76,Overcast,Cloudy skies throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-27,-13.2,-20.2,-15,-17.8,-26.1,-23.6,-17.5,81.74,0,,0,,0.04,45.89,35.3,32.8,300.8,1028.5,29.3,14.2,361.9,15.6,9,,2019-02-27T06:52:39,2019-02-27T17:59:40,0.81,Partially cloudy,Partly cloudy throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-02-28,-8.8,-17.7,-12.3,-12.3,-26.7,-18.1,-14.9,80.8,0,,0,,0.63,46.51,,19.9,245.8,1025.4,67.5,15.2,324,14,8,,2019-02-28T06:51:01,2019-02-28T18:00:56,0.85,Partially cloudy,Partly cloudy throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-01,-6.5,-10.8,-8.3,-6.6,-18.9,-12.5,-9.9,88.87,0.49,,8.33,,0.38,46.89,,21.4,184.7,1022,83.2,10.2,257.7,11.1,5,,2019-03-01T06:49:23,2019-03-01T18:02:11,0.89,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-02,-9.4,-17.7,-13.3,-17.5,-29,-22.6,-14.9,88,0,,0,,0,45.55,35.3,33.9,328.3,1029.9,71.4,8.8,369.7,16,8,,2019-03-02T06:47:44,2019-03-02T18:03:26,0.93,Partially cloudy,Partly cloudy throughout the day.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-03,-18.2,-24.3,-21.6,-29,-37.5,-34,-24.5,77.17,0,,0,,0,44.88,46.4,35.7,300.3,1031.7,7.6,14.5,469.8,20.3,8,,2019-03-03T06:46:04,2019-03-03T18:04:41,0.96,Clear,Clear conditions throughout the day.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-04,-14.8,-24.8,-19.5,-26.2,-36.6,-30.8,-22.3,78.37,1.17,,8.33,,0,42.7,53.6,37.8,265.4,1024.8,14.9,14.8,458.9,19.8,8,,2019-03-04T06:44:24,2019-03-04T18:05:56,0.98,Snow,Clear conditions throughout the day with morning rain.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-05,-10.6,-18.6,-14.4,-20.7,-28.2,-24.4,-17.1,80.16,0,,0,,0,42.11,49.5,36.6,282,1024.7,25.1,16,479.8,20.7,8,,2019-03-05T06:42:43,2019-03-05T18:07:10,1,Partially cloudy,Becoming cloudy in the afternoon.,wind,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-06,-7,-16.8,-12.7,-14.1,-26.5,-20.7,-15.4,80.73,0,,0,,0,42.09,,28,272.8,1026.7,3.6,16,438.8,19,8,,2019-03-06T06:41:01,2019-03-06T18:08:24,1,Clear,Clear conditions throughout the day.,clear-day,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-07,-6.6,-15.9,-10.6,-12.4,-21.6,-16.3,-13.6,78.8,0,,0,,0,40.8,,23.6,142.9,1027.2,40.2,16,360.4,15.6,7,,2019-03-07T06:39:19,2019-03-07T18:09:38,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-08,-0.6,-6.6,-3.6,-5.9,-13.1,-9,-5.1,89.27,0,,0,,0.72,39.02,38.9,27.6,138.8,1019.1,94.1,9.5,346.6,15,6,,2019-03-08T06:37:36,2019-03-08T18:10:52,0.02,Overcast,Cloudy skies throughout the day.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-09,0.7,-1,0,-2.7,-8.6,-6,-0.4,97.5,12.48,,50,,0,36.88,67.1,45.9,157.6,1002.8,96.7,4.2,128.3,5.5,3,,2019-03-09T06:35:53,2019-03-09T18:12:05,0.04,"Snow, Overcast",Cloudy skies throughout the day with rain.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-10,0.7,-6.6,-4,-5.6,-15.6,-12.1,-6.6,82.98,0,,0,,1.3,32.14,80,54,286.2,1016.6,38.5,11.4,261.8,11.3,5,,2019-03-10T07:34:10,2019-03-10T19:13:18,0.07,Partially cloudy,Clearing in the afternoon.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-11,-1.1,-7.6,-4.6,-2.1,-11.7,-8.3,-7.5,80.68,0,,0,,0.84,31.46,,15.6,217.3,1029.2,42.3,15.9,470.4,20.3,8,,2019-03-11T07:32:26,2019-03-11T19:14:31,0.1,Partially cloudy,Clearing in the afternoon.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
burchinal,2019-03-12,2.3,-8.9,-2,-2.7,-14.9,-7.6,-3.1,92.49,8.88,,29.17,,0,30.98,47.9,31.2,159.7,1018.9,68.5,9.5,177.3,7.7,4,,2019-03-12T07:30:41,2019-03-12T19:15:43,0.14,"Snow, Partially cloudy",Partly cloudy throughout the day with rain.,snow,"72548514940,E5720,KMCW,72545804907,72064354940,KCAV,KFXY"
