"id";"datetime";"temp";"dew";"difference";"windspeed";"conditions";"safe_factor"
927;"15-07-2019";26.2;21.1;5.1;32.5;"Rain";""
928;"16-07-2019";23.3;20.5;2.8;25.4;"Rain, Partially cloudy";""
929;"17-07-2019";22.1;19.8;2.3;25.5;"Rain, Partially cloudy";""
930;"18-07-2019";26.6;22.8;3.8;22.6;"Rain, Partially cloudy";""
931;"19-07-2019";29.5;25.1;4.4;31.3;"Clear";""
932;"20-07-2019";23.0;20.5;2.5;35.5;"Rain, Partially cloudy";""
933;"21-07-2019";20.6;16.4;4.2;23.1;"Partially cloudy";""
934;"22-07-2019";19.4;13.0;6.4;24.2;"Clear";""
935;"23-07-2019";19.3;13.0;6.3;19.1;"Clear";""
936;"24-07-2019";20.4;13.8;6.6;12.4;"Clear";""
937;"25-07-2019";19.2;15.6;3.6;30.7;"Rain, Partially cloudy";""
938;"26-07-2019";23.9;18.0;5.9;29.1;"Partially cloudy";""
939;"27-07-2019";25.2;18.9;6.3;22.7;"Clear";""
940;"28-07-2019";23.2;19.9;3.3;24.6;"Rain, Partially cloudy";""
941;"29-07-2019";21.2;16.4;4.8;31.0;"Rain, Partially cloudy";""
942;"30-07-2019";17.9;11.9;6.0;13.9;"Clear";""
943;"31-07-2019";18.3;13.1;5.2;16.6;"Clear";""
944;"01-08-2019";20.0;15.3;4.7;14.6;"Partially cloudy";""
945;"02-08-2019";20.7;15.5;5.2;13.8;"Clear";""
946;"03-08-2019";22.2;15.5;6.7;15.7;"Clear";""
947;"04-08-2019";22.7;16.6;6.1;17.9;"Clear";""
948;"05-08-2019";23.8;19.7;4.1;30.3;"Rain, Partially cloudy";""
949;"06-08-2019";22.4;16.6;5.8;17.8;"Rain";""
950;"07-08-2019";24.0;17.5;6.5;24.9;"Clear";""
951;"08-08-2019";19.8;13.3;6.5;20.2;"Clear";""
952;"09-08-2019";18.6;11.9;6.7;10.9;"Clear";""
953;"10-08-2019";21.4;17.1;4.3;22.5;"Rain, Partially cloudy";""
954;"11-08-2019";22.1;20.1;2.0;16.1;"Partially cloudy";""
955;"12-08-2019";20.8;19.4;1.4;16.1;"Rain, Partially cloudy";""
956;"13-08-2019";22.3;17.8;4.5;26.4;"Rain, Partially cloudy";""
957;"14-08-2019";18.2;15.7;2.5;23.1;"Rain, Partially cloudy";""
958;"15-08-2019";19.5;15.3;4.2;21.6;"Partially cloudy";""
959;"16-08-2019";20.3;15.2;5.1;24.7;"Partially cloudy";""
960;"17-08-2019";19.6;15.8;3.8;20.4;"Rain";""
961;"18-08-2019";19.9;16.3;3.6;24.7;"Rain, Partially cloudy";""
962;"19-08-2019";19.0;14.3;4.7;11.3;"Clear";""
963;"20-08-2019";23.0;19.1;3.9;31.2;"Rain, Partially cloudy";""
964;"21-08-2019";19.5;16.1;3.4;20.3;"Rain";""
965;"22-08-2019";17.1;11.8;5.3;15.7;"Clear";""
966;"23-08-2019";17.3;12.4;4.9;18.3;"Clear";""
967;"24-08-2019";17.7;12.3;5.4;25.0;"Clear";""
968;"25-08-2019";18.2;13.2;5.0;28.3;"Partially cloudy";""
969;"26-08-2019";18.2;15.8;2.4;17.8;"Rain, Partially cloudy";""
970;"27-08-2019";18.3;10.7;7.6;44.0;"Rain";""
971;"28-08-2019";17.0;10.0;7.0;33.1;"Clear";""
972;"29-08-2019";18.0;11.5;6.5;34.7;"Clear";""
973;"30-08-2019";15.6;9.3;6.3;20.0;"Clear";""
974;"31-08-2019";15.3;11.8;3.5;15.7;"Rain, Partially cloudy";""
975;"01-09-2019";17.0;13.9;3.1;14.7;"Partially cloudy";""
976;"02-09-2019";21.5;18.4;3.1;24.8;"Partially cloudy";""
977;"03-09-2019";22.9;16.7;6.2;32.7;"Rain, Partially cloudy";""
978;"04-09-2019";15.5;10.1;5.4;14.6;"Clear";""
979;"05-09-2019";19.1;14.3;4.8;32.9;"Partially cloudy";""
980;"06-09-2019";19.9;14.3;5.6;30.2;"Partially cloudy";""
981;"07-09-2019";16.7;13.2;3.5;10.7;"Rain, Partially cloudy";""
982;"08-09-2019";15.3;12.9;2.4;23.1;"Rain, Overcast";""
983;"09-09-2019";17.2;16.1;1.1;27.1;"Rain, Partially cloudy";""
984;"10-09-2019";23.1;19.0;4.1;25.0;"Rain, Partially cloudy";""
985;"11-09-2019";21.9;19.4;2.5;37.3;"Rain, Partially cloudy";""
986;"12-09-2019";21.4;19.5;1.9;25.3;"Rain, Partially cloudy";""
987;"13-09-2019";15.3;11.0;4.3;34.4;"Rain, Partially cloudy";""
988;"14-09-2019";16.5;12.7;3.8;31.5;"Rain, Partially cloudy";""
989;"15-09-2019";20.6;16.7;3.9;8.3;"Partially cloudy";""
990;"16-09-2019";21.6;18.9;2.7;28.3;"Partially cloudy";""
991;"17-09-2019";24.0;19.2;4.8;31.5;"Clear";""
992;"18-09-2019";21.3;18.8;2.5;27.3;"Rain, Partially cloudy";""
993;"19-09-2019";22.0;19.4;2.6;17.2;"Rain, Partially cloudy";""
994;"20-09-2019";23.8;19.7;4.1;24.3;"Rain, Partially cloudy";""
995;"21-09-2019";22.6;20.3;2.3;40.7;"Rain, Partially cloudy";""
996;"22-09-2019";17.1;15.2;1.9;17.8;"Rain, Partially cloudy";""
997;"23-09-2019";16.5;10.6;5.9;20.1;"Clear";""
998;"24-09-2019";21.7;16.3;5.4;39.7;"Rain";""
999;"25-09-2019";16.7;10.8;5.9;26.8;"Clear";""
1000;"26-09-2019";15.0;7.4;7.6;26.8;"Partially cloudy";""
1001;"27-09-2019";17.5;11.5;6.0;27.3;"Rain, Partially cloudy";""
1002;"28-09-2019";14.1;8.9;5.2;23.4;"Rain, Partially cloudy";""
1003;"29-09-2019";14.3;13.3;1.0;23.6;"Rain, Overcast";""
1004;"30-09-2019";24.8;20.0;4.8;38.2;"Rain, Partially cloudy";""
1005;"01-10-2019";15.4;14.2;1.2;27.5;"Rain, Partially cloudy";""
1006;"02-10-2019";11.5;10.9;0.6;22.0;"Rain, Overcast";""
1007;"03-10-2019";9.1;5.9;3.2;28.8;"Rain, Partially cloudy";""
1008;"04-10-2019";8.7;3.8;4.9;19.8;"Partially cloudy";""
1009;"05-10-2019";11.1;8.8;2.3;35.1;"Rain, Partially cloudy";""
1010;"06-10-2019";12.1;4.2;7.9;37.3;"Clear";""
1011;"07-10-2019";11.9;3.6;8.3;21.0;"Clear";""
1012;"08-10-2019";12.3;4.4;7.9;39.9;"Clear";""
1013;"09-10-2019";14.1;6.8;7.3;36.0;"Rain";""
1014;"10-10-2019";12.6;11.4;1.2;33.7;"Rain, Partially cloudy";""
1015;"11-10-2019";2.5;-1.5;4.0;40.8;"Rain, Partially cloudy";""
1016;"12-10-2019";0.7;-3.0;3.7;38.8;"Rain, Partially cloudy";""
1017;"13-10-2019";3.1;-1.1;4.2;32.5;"Overcast";""
1018;"14-10-2019";5.2;-0.7;5.9;21.8;"Clear";""
1019;"15-10-2019";7.0;2.5;4.5;38.3;"Partially cloudy";""
1020;"16-10-2019";5.6;1.5;4.1;30.5;"Partially cloudy";""
1021;"17-10-2019";6.9;1.7;5.2;18.9;"Clear";""
1022;"18-10-2019";12.4;4.7;7.7;47.1;"Clear";""
1023;"19-10-2019";11.4;5.9;5.5;24.0;"Rain, Partially cloudy";""
1024;"20-10-2019";9.2;2.9;6.3;27.6;"Clear";""
1025;"21-10-2019";9.5;7.7;1.8;38.5;"Rain, Partially cloudy";""
1026;"22-10-2019";6.2;1.3;4.9;53.4;"Rain, Partially cloudy";""
1027;"23-10-2019";2.7;-0.2;2.9;20.1;"Rain, Partially cloudy";""
1028;"24-10-2019";2.5;-1.7;4.2;22.9;"Partially cloudy";""
1029;"25-10-2019";2.6;-2.8;5.4;23.3;"Clear";""
1030;"26-10-2019";2.9;-2.7;5.6;24.2;"Clear";""
1031;"27-10-2019";3.0;-0.2;3.2;27.3;"Partially cloudy";""
1032;"28-10-2019";0.3;-6.2;6.5;23.5;"Partially cloudy";""
1033;"29-10-2019";-0.4;-5.1;4.7;15.7;"Partially cloudy";""
1034;"30-10-2019";-1.5;-8.4;6.9;21.6;"Partially cloudy";""
1035;"31-10-2019";-2.8;-7.8;5.0;26.8;"Partially cloudy";""
1036;"01-11-2019";1.6;-3.2;4.8;24.0;"Rain, Partially cloudy";""
1037;"02-11-2019";1.1;-3.5;4.6;32.7;"Partially cloudy";""
1038;"03-11-2019";2.7;-0.2;2.9;20.1;"Rain, Partially cloudy";""
1039;"04-11-2019";3.2;0.3;2.9;28.8;"Partially cloudy";""
1040;"05-11-2019";-2.2;-6.7;4.5;17.9;"Partially cloudy";""
1041;"06-11-2019";-2.7;-5.4;2.7;29.5;"Snow, Partially cloudy";""
1042;"07-11-2019";-10.5;-14.0;3.5;18.0;"Clear";""
1043;"08-11-2019";-3.9;-8.5;4.6;35.1;"Partially cloudy";""
1044;"09-11-2019";2.2;-2.3;4.5;25.5;"Clear";""
1045;"10-11-2019";-1.3;-4.2;2.9;30.7;"Partially cloudy";""
1046;"11-11-2019";-9.6;-14.7;5.1;38.3;"Partially cloudy";""
1047;"12-11-2019";-12.3;-17.3;5.0;38.5;"Clear";""
1048;"13-11-2019";-4.2;-7.9;3.7;34.4;"Partially cloudy";""
1049;"14-11-2019";-4.2;-8.2;4.0;23.1;"Partially cloudy";""
1050;"15-11-2019";1.1;-3.0;4.1;24.1;"Clear";""
1051;"16-11-2019";1.8;-1.4;3.2;36.9;"Clear";""
1052;"17-11-2019";1.8;-0.3;2.1;26.8;"Rain, Overcast";""
1053;"18-11-2019";1.8;0.2;1.6;20.7;"Rain, Overcast";""
1054;"19-11-2019";3.6;1.7;1.9;22.1;"Rain, Partially cloudy";""
1055;"20-11-2019";5.0;2.5;2.5;34.8;"Rain, Partially cloudy";""
1056;"21-11-2019";1.9;0.3;1.6;44.8;"Rain, Partially cloudy";""
1057;"22-11-2019";-5.7;-8.1;2.4;25.3;"Partially cloudy";""
1058;"23-11-2019";-0.6;-3.7;3.1;26.4;"Clear";""
1059;"24-11-2019";2.3;-0.8;3.1;20.5;"Partially cloudy";""
1060;"25-11-2019";4.1;-0.3;4.4;34.9;"Partially cloudy";""
1061;"26-11-2019";1.4;-1.2;2.6;39.9;"Snow, Partially cloudy";""
1062;"27-11-2019";-1.4;-3.3;1.9;55.4;"Snow, Partially cloudy";""
1063;"28-11-2019";-3.7;-6.0;2.3;22.5;"Partially cloudy";""
1064;"29-11-2019";-0.9;-1.8;0.9;28.5;"Snow, Overcast";""
1065;"30-11-2019";1.3;0.5;0.8;45.9;"Snow, Overcast";""
1066;"01-12-2019";-1.1;-2.7;1.6;38.8;"Snow, Overcast";""
1067;"02-12-2019";-7.3;-9.6;2.3;26.9;"Clear";""
1068;"03-12-2019";-1.3;-4.3;3.0;26.4;"Clear";""
1069;"04-12-2019";-1.0;-3.5;2.5;25.2;"Clear";""
1070;"05-12-2019";-0.8;-2.6;1.8;35.1;"Clear";""
1071;"06-12-2019";-4.9;-7.1;2.2;40.6;"Partially cloudy";""
1072;"07-12-2019";-0.8;-3.8;3.0;31.1;"Clear";""
1073;"08-12-2019";1.0;-2.0;3.0;30.8;"Clear";""
1074;"09-12-2019";-8.2;-10.6;2.4;45.5;"Snow, Partially cloudy";""
1075;"10-12-2019";-15.0;-18.7;3.7;29.1;"Partially cloudy";""
1076;"11-12-2019";-12.8;-16.9;4.1;20.0;"Snow";""
1077;"12-12-2019";-6.0;-8.4;2.4;32.2;"Partially cloudy";""
1078;"13-12-2019";-7.6;-8.9;1.3;24.7;"Partially cloudy";""
1079;"14-12-2019";-10.9;-13.5;2.6;33.9;"Partially cloudy";""
1080;"15-12-2019";-14.1;-16.8;2.7;16.1;"Partially cloudy";""
1081;"16-12-2019";-8.2;-9.9;1.7;17.4;"Partially cloudy";""
1082;"17-12-2019";-6.0;-8.0;2.0;28.3;"Partially cloudy";""
1083;"18-12-2019";-12.0;-16.6;4.6;27.8;"Clear";""
1084;"19-12-2019";-4.6;-6.8;2.2;19.9;"Clear";""
1085;"20-12-2019";-1.3;-4.3;3.0;22.4;"Clear";""
1086;"21-12-2019";-1.5;-4.3;2.8;23.8;"Clear";""
1087;"22-12-2019";2.3;-1.3;3.6;23.4;"Clear";""
1088;"23-12-2019";2.1;-0.6;2.7;21.4;"Clear";""
1089;"24-12-2019";1.4;-0.2;1.6;19.7;"Clear";""
1090;"25-12-2019";3.1;1.2;1.9;16.2;"Clear";""
1091;"26-12-2019";-0.3;-1.7;1.4;26.5;"Overcast";""
1092;"27-12-2019";-1.3;-3.9;2.6;22.7;"Partially cloudy";""
1093;"28-12-2019";1.1;-0.2;1.3;28.6;"Rain, Overcast";""
1094;"29-12-2019";2.9;1.8;1.1;32.8;"Snow, Partially cloudy";""
1095;"30-12-2019";-4.2;-6.0;1.8;45.4;"Snow, Partially cloudy";""
1096;"31-12-2019";-6.4;-9.0;2.6;37.4;"Partially cloudy";""
1097;"01-01-2018";-25.0;-28.9;3.9;24.6;"Clear";""
1098;"02-01-2018";-18.5;-22.3;3.8;38.4;"Clear";""
1099;"03-01-2018";-16.9;-20.3;3.4;37.1;"Partially cloudy";""
1100;"04-01-2018";-16.9;-21.0;4.1;12.9;"Overcast";""
1101;"05-01-2018";-19.1;-23.1;4.0;16.8;"Clear";""
1102;"06-01-2018";-19.9;-23.3;3.4;33.3;"Partially cloudy";""
1103;"07-01-2018";-5.5;-9.0;3.5;29.0;"Partially cloudy";""
1104;"08-01-2018";-2.8;-5.1;2.3;30.9;"Clear";""
1105;"09-01-2018";-1.0;-3.1;2.1;31.5;"Clear";""
1106;"10-01-2018";1.4;0.9;0.5;33.0;"Partially cloudy";""
1107;"11-01-2018";-11.7;-14.0;2.3;48.9;"Snow, Overcast";""
1108;"12-01-2018";-19.3;-23.7;4.4;38.6;"Partially cloudy";""
1109;"13-01-2018";-20.1;-24.1;4.0;21.7;"Clear";""
1110;"14-01-2018";-12.8;-15.4;2.6;39.2;"Snow, Partially cloudy";""
1111;"15-01-2018";-18.3;-21.4;3.1;46.0;"Overcast";""
1112;"16-01-2018";-18.8;-21.7;2.9;33.8;"Partially cloudy";""
1113;"17-01-2018";-11.0;-15.5;4.5;36.4;"Clear";""
1114;"18-01-2018";-3.6;-8.1;4.5;29.9;"Clear";""
1115;"19-01-2018";1.0;-3.3;4.3;30.9;"Clear";""
1116;"20-01-2018";1.4;-1.3;2.7;13.4;"Clear";""
1117;"21-01-2018";0.0;-1.4;1.4;28.7;"Snow, Partially cloudy";""
1118;"22-01-2018";0.5;-0.6;1.1;48.3;"Snow, Overcast";""
1119;"23-01-2018";-5.9;-8.3;2.4;43.8;"Partially cloudy";""
1120;"24-01-2018";-5.0;-6.3;1.3;21.9;"Partially cloudy";""
1121;"25-01-2018";-2.5;-4.1;1.6;20.6;"Partially cloudy";""
1122;"26-01-2018";3.2;-0.8;4.0;31.0;"Clear";""
1123;"27-01-2018";-0.1;-3.3;3.2;25.0;"Partially cloudy";""
1124;"28-01-2018";-7.1;-10.4;3.3;27.2;"Overcast";""
1125;"29-01-2018";-12.2;-15.3;3.1;21.3;"Partially cloudy";""
1126;"30-01-2018";-7.3;-11.7;4.4;46.0;"Partially cloudy";""
1127;"31-01-2018";-0.9;-5.3;4.4;47.7;"Partially cloudy";""
1128;"01-02-2018";-15.0;-20.3;5.3;52.1;"Clear";""
1129;"02-02-2018";-13.8;-17.5;3.7;25.1;"Partially cloudy";""
1130;"03-02-2018";-3.7;-7.8;4.1;36.2;"Overcast";""
1131;"04-02-2018";-15.2;-19.6;4.4;41.2;"Partially cloudy";""
1132;"05-02-2018";-14.3;-17.6;3.3;30.4;"Snow, Partially cloudy";""
1133;"06-02-2018";-17.1;-20.8;3.7;21.6;"Partially cloudy";""
1134;"07-02-2018";-14.2;-17.1;2.9;24.8;"Partially cloudy";""
1135;"08-02-2018";-11.1;-13.8;2.7;23.2;"Snow, Partially cloudy";""
1136;"09-02-2018";-13.8;-18.0;4.2;30.6;"Snow, Partially cloudy";""
1137;"10-02-2018";-15.0;-18.9;3.9;22.7;"Partially cloudy";""
1138;"11-02-2018";-14.0;-18.3;4.3;28.2;"Partially cloudy";""
1139;"12-02-2018";-14.9;-19.6;4.7;23.0;"Clear";""
1140;"13-02-2018";-8.1;-12.1;4.0;27.6;"Partially cloudy";""
1141;"14-02-2018";-1.9;-4.2;2.3;31.6;"Clear";""
1142;"15-02-2018";0.2;-2.1;2.3;43.6;"Partially cloudy";""
1143;"16-02-2018";-11.2;-16.3;5.1;52.3;"Clear";""
1144;"17-02-2018";-4.2;-7.7;3.5;26.0;"Snow, Partially cloudy";""
1145;"18-02-2018";-1.0;-4.2;3.2;43.6;"Clear";""
1146;"19-02-2018";-1.0;-2.3;1.3;32.2;"Snow, Overcast";""
1147;"20-02-2018";-6.9;-8.8;1.9;38.4;"Snow, Partially cloudy";""
1148;"21-02-2018";-9.6;-13.7;4.1;26.6;"Snow";""
1149;"22-02-2018";-3.5;-6.0;2.5;33.9;"Snow, Overcast";""
1150;"23-02-2018";-4.2;-5.8;1.6;28.5;"Snow, Partially cloudy";""
1151;"24-02-2018";-5.2;-6.2;1.0;38.8;"Snow, Partially cloudy";""
1152;"25-02-2018";-5.2;-8.1;2.9;47.4;"Snow, Partially cloudy";""
1153;"26-02-2018";-2.9;-5.2;2.3;21.0;"Clear";""
1154;"27-02-2018";2.1;-0.9;3.0;35.5;"Clear";""
1155;"28-02-2018";0.5;-2.0;2.5;21.7;"Clear";""
1156;"01-03-2018";-0.7;-4.2;3.5;31.0;"Clear";""
1157;"02-03-2018";-0.3;-3.7;3.4;28.5;"Partially cloudy";""
1158;"03-03-2018";3.5;-1.4;4.9;43.6;"Clear";""
1159;"04-03-2018";4.7;-0.6;5.3;45.1;"Partially cloudy";""
1160;"05-03-2018";0.2;-1.5;1.7;51.7;"Snow, Overcast";""
1161;"06-03-2018";-2.2;-4.0;1.8;37.7;"Snow, Overcast";""
1162;"07-03-2018";-7.8;-10.6;2.8;27.5;"Clear";""
1163;"08-03-2018";-8.5;-11.4;2.9;21.0;"Clear";""
1164;"09-03-2018";-6.2;-9.1;2.9;16.7;"Partially cloudy";""
1165;"10-03-2018";-1.6;-5.0;3.4;23.7;"Partially cloudy";""
1166;"11-03-2018";-0.2;-1.6;1.4;27.0;"Snow, Overcast";""
1167;"12-03-2018";-2.1;-5.4;3.3;30.2;"Partially cloudy";""
1168;"13-03-2018";-3.2;-6.9;3.7;29.5;"Clear";""
1169;"14-03-2018";0.5;-3.6;4.1;33.6;"Clear";""
1170;"15-03-2018";0.7;-3.1;3.8;23.4;"Clear";""
1171;"16-03-2018";-0.3;-6.6;6.3;40.1;"Snow, Partially cloudy";""
1172;"17-03-2018";2.5;-3.8;6.3;27.4;"Rain, Partially cloudy";""
1173;"18-03-2018";0.7;-0.6;1.3;16.3;"Partially cloudy";""
1174;"19-03-2018";3.3;-0.1;3.4;26.7;"Partially cloudy";""
1175;"20-03-2018";-0.1;-4.4;4.3;15.8;"Overcast";""
1176;"21-03-2018";-0.9;-4.2;3.3;14.4;"Partially cloudy";""
1177;"22-03-2018";1.3;-2.0;3.3;18.2;"Partially cloudy";""
1178;"23-03-2018";2.1;-3.2;5.3;36.3;"Partially cloudy";""
1179;"24-03-2018";-1.2;-2.8;1.6;51.8;"Snow, Partially cloudy";""
1180;"25-03-2018";-1.5;-6.9;5.4;31.3;"Partially cloudy";""
1181;"26-03-2018";-0.4;-3.8;3.4;30.2;"Snow, Overcast";""
1182;"27-03-2018";0.4;-1.3;1.7;28.7;"Rain, Partially cloudy";""
1183;"28-03-2018";-2.2;-3.5;1.3;22.3;"Partially cloudy";""
1184;"29-03-2018";-0.3;-3.9;3.6;33.0;"Partially cloudy";""
1185;"30-03-2018";1.0;-2.1;3.1;24.7;"Rain, Partially cloudy";""
1186;"31-03-2018";-0.6;-4.4;3.8;49.1;"Snow, Partially cloudy";""
1187;"01-04-2018";-5.1;-11.1;6.0;35.6;"Clear";""
1188;"02-04-2018";-2.1;-5.8;3.7;36.7;"Partially cloudy";""
1189;"03-04-2018";-1.9;-3.2;1.3;48.5;"Snow, Overcast";""
1190;"04-04-2018";-8.6;-13.0;4.4;42.8;"Partially cloudy";""
1191;"05-04-2018";-3.1;-6.1;3.0;32.6;"Partially cloudy";""
1192;"06-04-2018";-5.8;-11.4;5.6;56.8;"Partially cloudy";""
1193;"07-04-2018";-5.7;-9.9;4.2;24.7;"Clear";""
1194;"08-04-2018";-4.1;-5.6;1.5;23.8;"Snow, Partially cloudy";""
1195;"09-04-2018";-2.2;-5.0;2.8;21.7;"Snow, Partially cloudy";""
1196;"10-04-2018";1.0;-2.4;3.4;24.1;"Partially cloudy";""
1197;"11-04-2018";4.5;2.0;2.5;20.8;"Partially cloudy";""
1198;"12-04-2018";6.4;3.5;2.9;29.6;"Clear";""
1199;"13-04-2018";4.1;2.8;1.3;62.6;"Snow, Overcast";""
1200;"14-04-2018";-0.5;-1.8;1.3;68.3;"Snow, Overcast";""
1201;"15-04-2018";-4.6;-6.4;1.8;37.6;"Snow, Overcast";""
1202;"16-04-2018";-3.9;-6.7;2.8;36.6;"Snow, Partially cloudy";""
1203;"17-04-2018";-2.2;-5.8;3.6;24.7;"Clear";""
1204;"18-04-2018";-0.9;-2.9;2.0;31.4;"Snow, Partially cloudy";""
1205;"19-04-2018";-0.7;-5.2;4.5;26.2;"Clear";""
1206;"20-04-2018";-0.1;-3.9;3.8;16.1;"Clear";""
1207;"21-04-2018";5.4;0.8;4.6;17.7;"Partially cloudy";""
1208;"22-04-2018";8.7;2.7;6.0;23.1;"Partially cloudy";""
1209;"23-04-2018";10.4;2.9;7.5;15.9;"Clear";""
1210;"24-04-2018";12.0;5.5;6.5;38.0;"Partially cloudy";""
1211;"25-04-2018";8.2;1.2;7.0;20.2;"Clear";""
1212;"26-04-2018";10.4;2.5;7.9;38.4;"Clear";""
1213;"27-04-2018";10.3;1.1;9.2;49.6;"Partially cloudy";""
1214;"28-04-2018";7.1;-1.4;8.5;19.9;"Clear";""
1215;"29-04-2018";11.2;-3.3;14.5;38.8;"Clear";""
1216;"30-04-2018";18.6;4.8;13.8;55.0;"Clear";""
1217;"01-05-2018";18.0;13.1;4.9;38.2;"Rain, Partially cloudy";""
1218;"02-05-2018";13.9;11.9;2.0;19.4;"Rain, Partially cloudy";""
1219;"03-05-2018";14.0;11.6;2.4;34.2;"Rain, Partially cloudy";""
1220;"04-05-2018";16.8;8.3;8.5;33.3;"Rain, Partially cloudy";""
1221;"05-05-2018";19.3;8.4;10.9;33.5;"Clear";""
1222;"06-05-2018";17.8;8.2;9.6;29.1;"Clear";""
1223;"07-05-2018";18.7;6.4;12.3;28.6;"Clear";""
1224;"08-05-2018";17.9;9.0;8.9;32.9;"Rain, Partially cloudy";""
1225;"09-05-2018";15.9;12.6;3.3;32.6;"Rain, Partially cloudy";""
1226;"10-05-2018";13.3;7.7;5.6;29.1;"Rain, Partially cloudy";""
1227;"11-05-2018";8.3;7.0;1.3;39.5;"Rain, Overcast";""
1228;"12-05-2018";8.9;8.1;0.8;40.0;"Rain, Overcast";""
1229;"13-05-2018";11.4;10.4;1.0;25.4;"Rain, Overcast";""
1230;"14-05-2018";16.1;14.5;1.6;35.0;"Rain, Partially cloudy";""
1231;"15-05-2018";18.3;12.5;5.8;13.0;"Rain, Partially cloudy";""
1232;"16-05-2018";20.1;11.3;8.8;10.8;"Clear";""
1233;"17-05-2018";21.9;11.7;10.2;21.5;"Clear";""
1234;"18-05-2018";21.3;12.7;8.6;26.8;"Clear";""
1235;"19-05-2018";17.0;12.6;4.4;33.4;"Partially cloudy";""
1236;"20-05-2018";12.2;8.5;3.7;28.3;"Rain, Overcast";""
1237;"21-05-2018";14.1;12.9;1.2;19.1;"Rain, Overcast";""
1238;"22-05-2018";19.5;14.3;5.2;14.7;"Partially cloudy";""
1239;"23-05-2018";21.8;18.2;3.6;27.9;"Rain, Partially cloudy";""
1240;"24-05-2018";24.4;17.5;6.9;31.1;"Clear";""
1241;"25-05-2018";24.8;17.9;6.9;23.3;"Clear";""
1242;"26-05-2018";25.5;16.5;9.0;19.6;"Clear";""
1243;"27-05-2018";27.9;14.2;13.7;23.0;"Clear";""
1244;"28-05-2018";26.9;17.5;9.4;52.3;"Rain";""
1245;"29-05-2018";24.8;18.7;6.1;31.3;"Rain";""
1246;"30-05-2018";21.5;18.8;2.7;28.6;"Rain, Partially cloudy";""
1247;"31-05-2018";23.6;17.8;5.8;14.2;"Clear";""
1248;"01-06-2018";25.8;17.9;7.9;31.9;"Clear";""
1249;"02-06-2018";20.9;16.2;4.7;43.0;"Rain, Partially cloudy";""
1250;"03-06-2018";17.7;9.3;8.4;45.1;"Clear";""
1251;"04-06-2018";21.0;9.3;11.7;31.6;"Clear";""
1252;"05-06-2018";25.5;15.1;10.4;31.1;"Clear";""
1253;"06-06-2018";23.7;17.7;6.0;25.4;"Rain";""
1254;"07-06-2018";23.5;17.2;6.3;31.8;"Partially cloudy";""
1255;"08-06-2018";20.2;18.2;2.0;35.2;"Rain, Partially cloudy";""
1256;"09-06-2018";21.2;19.6;1.6;30.1;"Rain, Partially cloudy";""
1257;"10-06-2018";20.2;18.5;1.7;34.3;"Rain, Partially cloudy";""
1258;"11-06-2018";19.4;17.5;1.9;33.2;"Rain, Overcast";""
1259;"12-06-2018";21.4;19.3;2.1;23.7;"Rain, Partially cloudy";""
1260;"13-06-2018";20.1;11.3;8.8;23.7;"Clear";""
1261;"14-06-2018";19.4;15.8;3.6;30.5;"Rain, Partially cloudy";""
1262;"15-06-2018";25.6;20.1;5.5;36.8;"Clear";""
1263;"16-06-2018";27.5;22.1;5.4;35.2;"Clear";""
1264;"17-06-2018";28.1;21.9;6.2;34.7;"Rain, Partially cloudy";""
1265;"18-06-2018";25.2;22.2;3.0;35.1;"Rain, Partially cloudy";""
1266;"19-06-2018";22.9;21.5;1.4;22.3;"Rain, Overcast";""
1267;"20-06-2018";20.9;20.5;0.4;30.7;"Rain, Overcast";""
1268;"21-06-2018";17.7;16.7;1.0;32.3;"Rain, Overcast";""
1269;"22-06-2018";19.1;15.7;3.4;17.7;"Rain, Partially cloudy";""
1270;"23-06-2018";20.6;16.2;4.4;13.1;"Clear";""
1271;"24-06-2018";21.2;18.7;2.5;23.4;"Rain, Partially cloudy";""
1272;"25-06-2018";21.5;18.0;3.5;33.6;"Rain, Partially cloudy";""
1273;"26-06-2018";20.9;18.5;2.4;23.3;"Rain, Partially cloudy";""
1274;"27-06-2018";21.8;18.8;3.0;19.7;"Partially cloudy";""
1275;"28-06-2018";23.6;21.1;2.5;27.3;"Clear";""
1276;"29-06-2018";27.7;23.5;4.2;33.5;"Clear";""
1277;"30-06-2018";25.0;22.4;2.6;29.7;"Rain, Partially cloudy";""
1278;"01-07-2018";21.2;18.7;2.5;34.2;"Rain, Partially cloudy";""
1279;"02-07-2018";22.6;17.7;4.9;28.8;"Clear";""
1280;"03-07-2018";24.5;20.7;3.8;27.3;"Clear";""
1281;"04-07-2018";25.7;23.7;2.0;23.7;"Rain";""
1282;"05-07-2018";23.8;20.0;3.8;23.9;"Rain, Partially cloudy";""
1283;"06-07-2018";20.9;15.1;5.8;20.2;"Clear";""
1284;"07-07-2018";21.3;15.9;5.4;23.8;"Clear";""
1285;"08-07-2018";22.3;17.4;4.9;30.9;"Clear";""
1286;"09-07-2018";24.4;19.8;4.6;21.6;"Clear";""
1287;"10-07-2018";24.1;19.4;4.7;19.8;"Clear";""
1288;"11-07-2018";25.4;21.6;3.8;26.8;"Clear";""
1289;"12-07-2018";27.5;21.9;5.6;23.2;"Clear";""
1290;"13-07-2018";23.9;22.1;1.8;26.2;"Rain, Partially cloudy";""
