,Cloud,Msg_light,Percentage of over-speed,Speed,Speed Msg,SpeedLimits,State Car,SunAltitude,TimePygame,Traffic_lights,Vehicle,Weather msg,fog,map,puddles,rain,wetness,wind
0,0.0,Green light,-45.56541061401367,16.330376815795898,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:01.904972,22.387056339842605,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
1,0.0,Green light,-99.81108033484047,0.05667589954785808,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:03.392058,22.387308952021215,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
2,0.0,Green light,-99.92601305642404,0.022196083072785568,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:03.690289,22.38733970705759,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
3,0.0,Green light,-99.97479712232888,0.007560863301338596,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:03.980737,22.38735963475409,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
4,0.0,Green light,-99.99120655662549,0.0026380330123527726,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:04.348270,22.387362987554006,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
5,0.0,Green light,-99.99543783670065,0.001368648989807478,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:04.704317,22.387364903453744,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
6,0.0,Green light,-99.99812692282163,0.0005619231535109342,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:05.038938,22.387365861407453,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
7,0.0,Green light,-99.99896984786277,0.000309045641171151,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:05.370051,22.387365861407453,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
8,0.0,Green light,-76.92776139537621,6.921671581387135,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:05.766048,22.17790649355593,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
9,0.0,Green light,-53.79014316624693,13.862957050125921,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:06.126088,21.601691908436884,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
10,0.0,Green light,-38.12900839620195,18.561297481139416,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:06.478146,20.761647431386812,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
11,0.0,Green light,-23.206375378751893,23.038087386374432,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:06.887671,19.41361518740707,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
12,0.0,Green light,-14.260616043993071,25.72181518680208,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:07.282648,18.06251396702354,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
13,0.0,Green light,-9.004468311963608,27.298659506410917,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:07.606297,16.473246797678247,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
14,0.0,Green light,-2.0381194128451225,29.388564176146463,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:07.924447,14.909586230458594,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
15,0.0,Green light,2.3069918958497957,30.69209756875494,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:08.339435,12.96213986024428,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
16,0.0,Green light,1.0372872326493385,30.3111861697948,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:08.656104,11.293851307167673,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
17,0.0,Red light,0.396859591013173,30.119057877303952,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:09.006575,9.53745708678182,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
18,0.0,Red light,9.39405406735465,32.818216220206395,You are respecting the current speed limits,30.0,BLOCKED_RED_LIGHT,90.0,0:00:09.327717,7.690118218672965,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
19,0.0,Red light,-7.650898775196767,27.70473036744097,You are respecting the current speed limits,30.0,BLOCKED_RED_LIGHT,90.0,0:00:09.666809,6.140084457678672,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
20,0.0,Red light,-32.63253143673308,20.210240568980076,You are respecting the current speed limits,30.0,BLOCKED_RED_LIGHT,90.0,0:00:09.986475,4.88956485575437,Audi Etron,Sunny,0.0,1.0,0.0,0.0,0.0,0.0
