,Cloud,Msg_light,Percentage of over-speed,Speed,Speed Msg,SpeedLimits,State Car,SunAltitude,TimePygame,Traffic_lights,Vehicle,Weather msg,fog,map,puddles,rain,wetness,wind
0,0.0,Green light,-100.0,0.0,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:08.882646,23.0116178568305,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
1,0.0,Green light,-99.95098756133228,0.014703731600314,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:09.302503,23.011574772409876,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
2,0.0,Green light,-99.98938856940113,0.003183429179659406,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:09.747828,23.01150990219758,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
3,0.0,Green light,-99.9850932117552,0.00447203647344227,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:10.171243,23.011490919496268,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
4,0.0,Green light,-99.99650612426437,0.0010481627206908343,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:10.564996,23.011482418408104,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
5,0.0,Green light,-87.61112349930775,3.716662950207673,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:11.001830,22.97653027276534,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
6,0.0,Green light,-68.25701750327198,9.522894749018404,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:11.482970,22.72763228863388,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
7,0.0,Green light,-53.84160380883619,13.847518857349145,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:11.949722,22.335808010208318,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
8,0.0,Green light,-40.82462939051705,17.752611182844884,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:12.409521,21.828427475060792,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
9,0.0,Green light,-26.260614997060483,22.121815500881855,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:12.913857,21.180853935832673,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
10,0.0,Green light,-12.492444786030852,26.252266564190744,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:13.410528,20.531566870917754,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
11,0.0,Green light,-9.407669760696974,27.177699071790908,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:13.891244,20.085340884370176,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
12,0.0,Green light,-9.662214996802021,27.101335500959394,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:14.297192,19.835749022598478,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
13,0.0,Green light,15.975971802877353,34.792791540863206,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:15.094063,19.904662688422594,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
14,0.0,Green light,22.500801723432648,36.750240517029795,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:15.554167,20.21079016075727,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
15,0.0,Green light,16.246906707504582,34.874072012251375,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:15.978559,18.058379570993097,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
16,0.0,Green light,10.754820103621606,33.22644603108648,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:16.395491,16.184732682500126,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
17,0.0,Green light,12.879876404200227,33.86396292126007,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:16.826943,14.445990975286582,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
18,0.0,Green light,16.23731507665603,34.87119452299681,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:17.297699,12.538830553356712,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
19,0.0,Green light,15.012866144501066,34.50385984335032,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:17.823040,10.90621987357148,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
20,0.0,Green light,-13.187665517891247,26.043700344632626,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:18.563389,9.510656408450666,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
21,0.0,Green light,-30.71865842931484,20.78440247120555,You are respecting the current speed limits,30.0,NAVIGATING,90.0,0:00:19.022030,9.531578208839882,Audi Etron,Sunny,0.0,3.0,0.0,0.0,0.0,0.0
